Show name,id,name,season,summary
The Golden Girls,63989,Blanche Delivers,6,"<p>Blanche's pregnant daughter, Rebecca, pales at the thought of childbirth.</p>"
The Golden Girls,63990,"Once, in St. Olaf",6,"<p>Sophia gets a hernia after hanging out with some friends and has to have it surgically repaired. After she has the procedure done at the hospital where Rose volunteers at, she soon gets misplaced by hospital staff. Meanwhile, Rose has the opportunity to meet her biological father – who happens to be a monk – when he arrives at the hospital to have his knee repaired.</p>"
The Golden Girls,63991,If at Last You Do Succeed,6,"<p>Stanley comes up with an innovated way of eating a popular food and wants to expand his business overseas. When he has an important dinner meeting with some Japanese investors, he turns to Dorothy for help wine and dine the investors. However, when he tries to convince her to give their relationship another chance, Dorothy sees Stanley in a new light when he finally starts to stand up for himself when she turns him down.</p>"
The Golden Girls,63992,Snap Out of It,6,"<p>Sophia gets Dorothy to help her make deliveries for meals on wheels at a nearby apartment building. When Sophia is talking to one of residents, Dorothy discovers that one of the people on the route is an aging hippie scared to leave his apartment. As a result, Dorothy takes it upon herself to try to and re-introduce him to society slowly, only things don't go as planned. At home. Rose wants to throw Blanche a surprise birthday party.</p>"
The Golden Girls,63993,"Wham, Bam, Thank You, Mammy",6,"<p>Blanche gets an unexpected visit from her childhood \"mammy\" (nanny) but Blanche is reluctant to even speak to her since she deserted her when she was a child. Meanwhile, Sophia hires a matchmaker for Dorothy who experiences a date with a convict.</p>"
The Golden Girls,63994,Feelings,6,"<p>Dorothy is working as a long-term sub at a local high school. When Sophia discovers that she is starting to be harassed into giving the football star a passing grade in English, Sophia joins a long line of football supporters in pressuring Dorothy into giving the student a passing grade. Elsewhere, Rose is hesitant into turning in her dentist after he sexually harasses her.</p>"
The Golden Girls,63995,Zborn Again,6,<p>Dorothy resists Stan's attempts at reconciliation after he finally hits it big; Rose asks Sophia for help with dealing with an annoying co-worker.</p>
The Golden Girls,63996,How Do You Solve a Problem Like Sophia?,6,"<p>After a good friend of Sophia's passes away, Sophia decides to follow in her footsteps -- and become a nun. Meanwhile, Blanche gets in an accident while borrowing Rose's car.</p>"
The Golden Girls,63997,Mrs. George Devereaux,6,"<p>Strange happenings: Blanche is shocked when she finds out her late husband George has seemingly returned from the grave; meanwhile, both Lyle Waggoner and Sonny Bono vie for Dorothy's affections.</p>"
The Golden Girls,63998,Girls Just Wanna Have Fun... Before They Die,6,"<p>Both Sophia and Rose take advice from Blanche that lands each of them in hot water. Due to a drought in St. Olaf, Rose swears to be celibate and Blanche advises her not to tell Miles the truth. While Sophia takes Blanche's tips to lure a man to bed but when she tells him she loves him, he doesn't respond with what she hoped.</p>"
The Golden Girls,63999,Stand by Your Man,6,"<p>Blanche meets a man at the library and only after they make a date does she realizes he's in a wheelchair. Meanwhile, Rose wants to keep one of the puppies from Dreyfuss' litter despite Blanche's feelings.</p>"
The Golden Girls,64000,Ebbtide's Revenge,6,"<p>Dorothy must give the eulogy at her brother (a cross dresser), Phil's funeral. Meanwhile, a feud between Sophia and Phil's widow reaches a peak leading Sophia to reveal her hidden feelings about her son's alternative lifestyle.</p>"
The Golden Girls,64001,The Bloom is Off the Rose,6,<p>Miles feels he is competing with Rose's late husband; Blanche is mistreated by an old flame.</p>
The Golden Girls,64002,Sisters of the Bride,6,<p>Blanche has some soul-searching to do when her brother announces he is to be a bride.</p>
The Golden Girls,64003,Miles to Go,6,"<p>After hearing that a mobster has died, Miles reveals that he has been in a witness protection program. However, when it is revealed that the mobster faked his death, Miles must leave Miami and go into hiding.</p>"
The Golden Girls,64004,There Goes the Bride (1),6,"<p>Dorothy has been sneaking around so that Sophia doesn't discover that she's been dating Stan. However, when Stan proposes, Dorothy must reveal the truth to Sophia.</p>"
The Golden Girls,64005,There Goes the Bride (2),6,"<p>Totally against Dorothy and Stan's impending nuptials, Sophia vows to not let the ceremony go off. Meanwhile, Blanche begins interviewing for a new roommate since Dorothy is planning to move out.</p>"
The Golden Girls,64006,Older and Wiser,6,"<p>Wanting someone to watch after Sophia during the day, Dorothy gets Sophia a job under false pretenses. Meanwhile, Blanche and Rose are all excited about being hired as models for a Penny Saver.</p>"
The Golden Girls,64007,Melodrama,6,"<p>Blanche wants to intensify her relationship with her infamous one night stand man, Mel Bushman. Meanwhile, Rose tries her hand at TV reporting, her assignment, a dog show.</p>"
The Golden Girls,64008,Even Grandmas Get the Blues,6,"<p>While babysitting for her granddaughter, a man mistakes Blanche as being the baby's mother and Blanche does nothing to set him straight. Meanwhile, Sophia gets ready for the Festival of the Dancing Virgins, a celebration of mothers and daughters but Dorothy wants no part of it.</p>"
The Golden Girls,64009,Witness,6,"<p>Rose has a new man, Carl, in her life but suddenly out of the blue Miles returns, still undercover in the Witness Protection Program. However, things get hairy when Carl reveals himself to be the mobster that is after Miles. Meanwhile, Sophia loses her glasses.</p>"
The Golden Girls,64010,What a Difference a Date Makes,6,"<p>The man who stood Dorothy up for her senior prom contacts her and they make a date. After learning why he stood her up, Dorothy unleashes her wrath on the person at fault, Sophia.</p>"
The Golden Girls,64011,Love for Sale,6,"<p>The girls prepare for the Children's Hospital Bachelorette Auction and a reluctant Dorothy decides to participate. She is in for a quick surprise when Stan walks in and begins bidding. Meanwhile, Sophia's brother, Angelo, comes to Miami, broke and with no place to live.</p>"
The Golden Girls,64012,Never Yell Fire in a Crowded Retirement Home (1),6,<p>Sophia becomes the prime suspect in the investigation surrounding a fire at Shady Pines retirement home.</p>
The Golden Girls,64013,Never Yell Fire in a Crowded Retirement Home (2),6,<p>Sophia cannot recall the events that lead to the Shady Pines fire.</p>
The Golden Girls,64014,"Henny Penny -- Straight, No Chaser",6,"<p>Dorothy is in charge of directing a school play, Henny Penny, but when the cast is quarantined, she gets Rose, Blanche and herself to perform as the leads. But when Rose reads the ending, she wants no part in the play.</p>"
The Golden Girls,64015,"Hey, Look Me Over",7,"<p>Rose discovers an old camera of Charlie's with some undeveloped film still in it. After getting it developed, Rose is stunned when one of the pictures shows Charlie in bed with Blanche. Meanwhile, Dorothy tries to get Sophia to have her hearing checked.</p>"
The Golden Girls,64016,The Case of the Libertine Belle,7,"<p>The girls participate in a murder mystery weekend and Dorothy has a ball when she solves a mystery. However, when Blanche is accused committing a real murder, Dorothy will have to use all her keen detective skills to find the real murderer.</p>"
The Golden Girls,64017,Beauty and the Beast,7,"<p>Blanche is visited by her granddaughter, Melissa, and the only thing that Blanche has on her mind is Melissa winning a Little Miss Beauty Contest. Meanwhile, Dorothy hires a nurse to look after a recuperating Sophia.</p>"
The Golden Girls,64018,That's for Me to Know,7,"<p>Blanche learns from a city inspector that she either has to lose a renter or make modifications to her home which would cost $10,000. Meanwhile, Dorothy demands to know who the groom is in a hidden wedding picture of Sophia's.</p>"
The Golden Girls,64019,Where's Charlie?,7,"<p>After Miles gives Rose a friendship ring, Rose becomes convinced Charlie is trying to contact her from the grave with the message that he disproves of her relationship with Miles. Meanwhile, Blanche begins coaching her new baseball player boyfriend.</p>"
The Golden Girls,64020,Mother Load,7,"<p>Blanche begins dating a newscaster who has another woman interfering in his life, his mother. Meanwhile, Stan asks Dorothy to attend a counseling session with him. Once there, Stan begins begging Dorothy to take him back.</p>"
The Golden Girls,64021,Dateline: Miami,7,"<p>A Saturday night and Dorothy being the only one with a date, prompts the other girls to reminisce about some of the worst dates they have ever had.</p>"
The Golden Girls,64022,The Monkey Show (1),7,"<p>A hurricane is brewing and it's not just outside after Dorothy gets a visit first from Stan with news that he's over her and moving on with his life. Dorothy quickly discovers who he's moving on with, her sister, Gloria. Meanwhile, Blanche and Rose hold a telethon to save a lighthouse.</p>"
The Golden Girls,64023,The Monkey Show (2),7,<p>Dorothy discovering Gloria sleeping with Stan just adds to their sibling rivalry and Sophia has had it so she leaves just prior the the hurricane hitting.</p>
The Golden Girls,64024,Ro$e Love$ Mile$,7,"<p>Rose has had it with Miles' penny pinching ways and decides to take Blanche's advice and go out with her and some big spenders. Meanwhile, Blanche has been left in charge of Sophia while Dorothy is away, and Sophia decides this would be the best time to take a trip to Sicily.</p>"
The Golden Girls,64025,Room 7,7,"<p>Sophia has an after-life experience, seeing her late husband in heaven, while choking on a piece of candy. Meanwhile, Blanche is distraught over the demolition of her grandmother's plantation, so the girls travel to Atlanta. Once there, Blanche handcuffs herself to the radiator.</p>"
The Golden Girls,64026,From Here to the Pharmacy,7,"<p>A man Blanche has no memory of returns from the Persian Gulf in hopes of fulfilling the promise she supposedly made to him before he left, that she will be his and only his. Meanwhile, Sophia has Rose help her write up her will.</p>"
The Golden Girls,64027,The Pope's Ring,7,"<p>The Pope's in town and Sophia goes to his mass. When she goes to kiss his ring, it slips off into hers. Meanwhile, Rose is convinced Miles is hiding something from her, so as a birthday gift, Blanche gives Rose a detective to spy on Miles.</p>"
The Golden Girls,64028,Old Boyfriends,7,"<p>Sophia's attempts at trying to find a man go awry when a man she meets through the personals, as a shadow, his sister. Meanwhile, Rose meets with an old boyfriend from St. Olaf, one whom she can't remember.</p>"
The Golden Girls,64029,"Goodbye, Mr. Gordon",7,"<p>Dorothy is contacted by a high school teacher she once had a crush on. They quickly begin seeing each other and Dorothy is convinced his feelings are genuine. Meanwhile, Rose puts together a talk show.</p>"
The Golden Girls,64030,The Commitments,7,"<p>Dorothy gets wrapped up in \"Beatlemania\" and begins dating a Beatle impersonator. Meanwhile, Blanche begins to worry about her looks after she pulls out all the stops to get a certain man into bed, but to no avail.</p>"
The Golden Girls,64031,Questions and Answers,7,<p>Dorothy is all excited when she learns the 'Jeopardy' is having tryouts in Miami. This leads her to begin cramming for the audition test and later proves to be an annoyance to everyone at the audition.</p>
The Golden Girls,64032,Ebbtide VI: The Wrath of Stan,7,<p>Dorothy and Stan are accused of being slumlords by the tenants of the apartment building they jointly own.</p>
The Golden Girls,64033,Journey to the Center of Attention,7,"<p>Blanche brings a lonely, Dorothy down to the Rusty Anchor for a night of excitement. However, Blanche, had no intention of being pushed off her thrown by Dorothy, who begins singing and instantly becomes the center of attention.</p>"
The Golden Girls,64034,A Midwinter Night's Dream (1),7,"<p>A full moon on Leap Year, prompts Blanche to throw a Moonlight Madness Party. However, her plans of being ogled by men go drastically awry when Dorothy gets all of the attention. Meanwhile, Rose contemplates marrying Miles after winning a free honeymoon to Paris.</p>"
The Golden Girls,64035,A Midwinter Night's Dream (2),7,<p>Blanche throws a men-only moonlight madness party; Sophia tries to reverse a witch's hex on Dorothy.</p>
The Golden Girls,64036,Rose: Portrait of a Woman,7,<p>Sophia becomes a doting mother when Dorothy accepts a lucrative corporate teaching job.</p>
The Golden Girls,64037,"Home Again, Rose (1)",7,"<p>Blanche, Dorothy and Sophia cheer up a hospitalized Rose after she becomes ill at a crashed class reunion.</p>"
The Golden Girls,64038,"Home Again, Rose (2)",7,"<p>Before waking from surgery, Rose dreams that she, Blanche and Dorothy are 100 years in the future.</p>"
The Golden Girls,64039,One Flew Out of the Cuckoo's Nest (1),7,<p>Blanche pawns her visiting uncle off on Dorothy and it leads to sparks.</p>
The Golden Girls,64040,One Flew Out of the Cuckoo's Nest (2),7,<p>Dorothy and Lucas' plot to get even with Blanche leads to a surprise wedding.</p>
Breaking Bad,12192,Pilot,1,"<p>A high-school chemistry teacher (Bryan Cranston) is diagnosed with a deadly cancer, so he puts his expertise to use and teams with an ex-student (Aaron Paul) to manufacture top-grade crystal meth in hopes of providing for his family after he's gone.</p>"
Breaking Bad,12193,Cat's in the Bag...,1,"<p>After the accident in the desert, Walter and Jesse need to dispose of the unfortunate mess in their rolling lab of an RV, and Skyler begins to suspect that Walter and Jesse are involved in some mysterious goings-on.</p>"
Breaking Bad,12194,...and the Bag's in the River,1,"<p>Walter and Jesse fight about the latter's drug use, so he leaves, forcing Walter to deal with their captive, Krazy-8 (Max Arciniega); Hank uses scared-straight tactics with Walter Jr. when his aunt suspects he's smoking pot; Skyler is furious when Walter stays away from home.</p>"
Breaking Bad,12195,Cancer Man,1,<p>Walter announces to the family that he has cancer; the DEA believes there is a new big-time player in the Albuquerque drug business; a depressed Walter takes his anger out on a worthy recipient; Jesse pays a surprise visit to his parents' house.</p>
Breaking Bad,12196,Gray Matter,1,"<p>At a birthday party for a successful former science colleague, Walter is offered a job; Jesse tries gaining legitimate employment but winds up back cooking meth, and an inferior kind at that; Skyler assembles the family for an intervention to get Walter to agree to chemotherapy, but he's concerned about quality-of-life issues and their financial difficulties.</p>"
Breaking Bad,12197,Crazy Handful of Nothin',1,"<p>Walter, in the throes of his chemotherapy treatment and needing money more than ever, agrees to cook more crystal meth with Jesse; Skinny Pete hooks Jesse up with an important new contact, while the DEA intensifies its investigation of Albuquerque's new drug kingpin.</p>"
Breaking Bad,12198,A No-Rough-Stuff-Type Deal,1,"<p>Walter and Jesse do business with a new partner-in-crime, but immediately run into \"production problems,\" which necessitates a nearly impossible mission to knock off a chemical-supply house. Meanwhile, Marie throws a baby shower for Skyler and presents her with an unusual gift that shows a different side of the aunt-to-be.</p>"
Breaking Bad,12199,Seven Thirty-Seven,2,"<p>Season 2 kicks off with Walt and Jesse once again bearing witness to Tuco's incendiary disposition, which leads them to the conclusion that it's time to put an end to their business dealings with him. But the question is how. Meanwhile, Hank serves as a go-between for estranged sisters Skyler and Marie.</p>"
Breaking Bad,12200,Grilled,2,"<p><br></p><p>Trying to dissociate themselves from the volatile Tuco takes a bad turn when Walt and Jesse get trapped with the dealer, and Skyler, worried about her missing husband, receives comfort from her sister and brother-in-law. Hank, meanwhile, pays a business call on Jesse's mother.</p>"
Breaking Bad,12201,Bit by a Dead Bee,2,"<p>Walt and Jesse attempt to cover their tracks and distance themselves from Tuco, but they soon find that business is taking a hit along with their financial situation. Meanwhile, Hank and his DEA investigation into the meth ring get a major break that just might put Walt and Jesse in their crosshairs.</p>"
Breaking Bad,12202,Down,2,"<p>Despite Walt's attempt to reconnect with the family, a suspicious Skyler keeps him at arm's length and worries about what he's been up to while he's been away from the house; Jesse finds himself on the streets once again and struggles to improve his lot in life.</p>"
Breaking Bad,12203,Breakage,2,<p>Hank deals with some lingering aftereffects from his confrontation with Tuco; bills are piling up at the White house and tensions are beginning to run high; Jesse organizes a crew of dealers to take their product to the streets.</p>
Breaking Bad,12204,Peekaboo,2,"<p>Walt returns to teaching at the high school; when Skinny Pete gets taken advantage of and ripped off, Jesse steps in, but bites off more than he can chew; Skyler takes the opportunity to show her appreciation for Gretchen's kindness in picking up the tab for Walt's treatments.</p>"
Breaking Bad,12205,Negro Y Azul,2,<p>Walt and Jesse contemplate an expansion of their business; Hank experiences a hassle in El Paso as he tries to adapt to his new coworkers; Skyler's new job opportunity leads to her reconnecting with an ex-colleague; and Jesse interacts with his new landlady.</p>
Breaking Bad,12206,Better Call Saul,2,"<p>Badger's brush with the law leads Walt and Jesse to call in a shady lawyer; the DEA believes it has a line on the mysterious and elusive \"Heisenberg\"; Hank's stint in El Paso is up and he returns to Albuquerque, but his mental makeup causes concern for Marie.</p>"
Breaking Bad,12207,4 Days Out,2,"<p>After undergoing a PET-CAT scan and fearing the worst, Walt takes lawyer Saul's advice and hunkers down for a marathon session of cooking product; Jesse's romance with his landlady is heating up, but must cool off quickly when he and Walt head for the desert to take care of business.</p>"
Breaking Bad,12208,Over,2,"<p>The Whites throw a party to thank family and friends for their support through Walt's trying time, but it turns ugly when he and Hank get into a bitter argument; later, a pent-up and fed-up Walt tries to occupy his time with home-improvement projects. Worried about Walt's physical and emotional states, Skyler confides in her boss; Jane keeps her relationship with Jesse a secret from her father.</p>"
Breaking Bad,12209,Mandala,2,"<p>Saul suggests a new business partner for Walt and Jesse after they begin to lose their dealers to some unforeseen circumstances. At work, Skyler confronts Ted after she uncovers some unnerving information; and Jesse opens up to Jane about what he does for a living, with disastrous results.</p>"
Breaking Bad,12210,Phoenix,2,"<p>A new addition joins the White family as Walter Jr. attempts to help out his struggling family by launching a new Web site. Elsewhere, Jesse's addiction worsens and his relationship with Jane begins to negatively impact Walt and her father.</p>"
Breaking Bad,12211,ABQ,2,"<p>In the Season 2 finale, Skyler's frustration with Walt's secrecy boils over; Jesse is dealt a devastating blow that leads him down a path of self-destruction, and only Walt is willing to help him; and a grief-stricken Donald experiences more tragedy.</p>"
Breaking Bad,12212,No Más,3,"<p>In the third-season premiere, Walt faces a new threat on a new front and deals with an increasingly angry Skyler, who must consider what to do next with her life and the kids'. Meanwhile, Jesse comes face-to-face with some startling self-revelations.</p>"
Breaking Bad,12213,Caballo sin Nombre,3,"<p>Despite ever-increasing tension between Walt and Skyler, he pulls out all the stops in an effort to reconcile with the family. Elsewhere, Saul is instrumental in getting Jesse involved in a most-unusual investment opportunity.</p>"
Breaking Bad,12214,I.F.T.,3,"<p>Walt disregards Skyler's demands and the rift between them widens dramatically, pushing her to take even more drastic steps. Meanwhile, continuing anxiety and panic attacks plague Hank, which leads to a serious situation at the Drug Enforcement Agency.</p>"
Breaking Bad,12215,Green Light,3,"<p>Skyler's latest bit of bad news proves to be a blow to Walt, and his loss of control endangers his job and his business relationships with Saul and Jesse. Hank goes full-speed ahead into the agency's investigation of the blue-meth case, while Jesse cooks up a new plan.</p>"
Breaking Bad,12216,Más,3,"<p>When Gus intensifies efforts to persuade Walt to get back in the meth business, Jesse takes exception and a rift appears in his and Walt's personal relationship. Meanwhile, Skyler's new relationship isn't turning out as she'd like; and Marie tells Skyler about her concerns for the increasingly troubled Hank and his well-being.</p>"
Breaking Bad,12217,Sunset,3,"<p>Walt moves into new digs and a distraught Walter Jr. demands to know just where his parents' relationship stands. Meanwhile, Hank's investigation is beginning to hit too close to home for Walt, causing serious concerns for him and Jesse.</p>"
Breaking Bad,12218,One Minute,3,"<p>Hank's behavior becomes increasingly more unpredictable and volatile, which leads to a confrontation with Jesse and problems at the DEA; Skyler wants Walt to make a deal; and Gus' decisions result in some serious consequences.</p>"
Breaking Bad,12219,I See You,3,"<p>The White and Schrader families anxiously await word on Hank's condition. Meanwhile, Jesse takes care of business at the lab while Walt tries to make peace with Gus, but after witnessing a terrifying flash of anger, Walt starts to fear for his and his family's lives.</p>"
Breaking Bad,12220,Kafkaesque,3,"<p>Hank's stay in the hospital is accompanied by some daunting bills, but Skyler thinks she has a way of dealing with them. Meanwhile, some of the problems between Walt and Gus are ameliorated; and Jesse seeks more independence and grabs a profitable opportunity that presents itself.</p>"
Breaking Bad,12221,Fly,3,"<p>When Walt becomes driven to distraction by a contaminant in the lab, he refuses to cook meth until they are able to get rid of it.</p>"
Breaking Bad,12222,Abiquiu,3,<p>Skyler's increased involvement in Walt's business causes him concern; Hank's recovery is plagued by setbacks; and Jesse makes a surprising discovery as he gets more involved in his new enterprise.</p>
Breaking Bad,12223,Half Measures,3,"<p>Jesse ignores Walt's advice and finds himself in a dangerous situation. Fearing for Jesse's safety, Walt takes drastic measures to try to put things right. And tragedy strikes following an unexpected confrontation.</p>"
Breaking Bad,12224,Full Measure,3,"<p>Jesse goes on the lam in the third-season finale. But Mike is right on his heels, so Walt works a deal with Gus and comes up with an unsettling plan that might help guarantee both his and Jesse's safety.</p>"
Breaking Bad,12225,Box Cutter,4,"<p>In the Season 4 opener, Walt and Jesse are confronted by the life-threatening consequences of their actions. Meanwhile, Skyler contends with a puzzling disappearance, and Marie finds it difficult to help a recovering Hank.</p>"
Breaking Bad,12226,Thirty-Eight Snub,4,"<p>Walt tries to establish a new alliance as he plots his next move. Meanwhile, Skyler urges Walt to consider a business opportunity that could keep the family safe.</p>"
Breaking Bad,12227,Open House,4,<p>Goings-on at Jesse's place start to get out of control; Skyler reluctantly turns to Saul for help; Marie settles back into an old habit; and Hank hears from an old friend who needs assistance.</p>
Breaking Bad,12228,Bullet Points,4,<p>The Cartel makes a power move; Skyler and Walt reveal something embarrassing to the family; and Jesse's misdeeds bring some unwanted attention.</p>
Breaking Bad,12229,Shotgun,4,<p>Jesse's disappearance leaves Walt fearing the worst; Skyler has a surprising reunion; and Hank gives Det. Roberts bad news.</p>
Breaking Bad,12230,Cornered,4,<p>A shocking discovery unsettles Skyler; Walter Jr. leans on his father to make a special purchase; Mike gets surprise help from Jesse.</p>
Breaking Bad,12231,Problem Dog,4,<p>A frustrated Walt takes on a risky gamble; Skyler encounters problems with her latest business venture; Hank requires Walter Jr.'s services for an unusual reason.</p>
Breaking Bad,12232,Hermanos,4,"<p>Skyler devises a plan to cure her money woes; Hank recruits Walt to help him work out a theory, while Walt grows impatient with Jesse.</p>"
Breaking Bad,12233,Bug,4,<p>Mistakes from Skyler's past prove to be impactful to the present; Gus is spurred to action against rivals; Jesse seeks help from Walt but the results are mixed.</p>
Breaking Bad,12234,Salud,4,<p>The family becomes gravely concerned when Walt doesn't show up for his son's 16th birthday celebration. And Jesse's lab skills are tested in Walt's absence.</p>
Breaking Bad,12235,Crawl Space,4,<p>Walt moves to protect his secret and Gus; Skyler is stymied in her attempt to help Ted with his financial problem.</p>
Breaking Bad,12236,End Times,4,"<p>Hank leans on Gomez to explore one final lead, as Walt scrambles to protect his family. Meanwhile, Jesse learns some unsettling news and races to share it with Walt.</p>"
Breaking Bad,12237,Face Off,4,"<p>The fourth season ends with Walt and Jesse squaring off against Gus. Elsewhere, Walt acquires a surprise confederate with help from Saul.</p>"
Breaking Bad,12238,Live Free or Die,5,"<p>In the series 5 premiere, Walt deals with the aftermath of the explosion, while Hank wraps up his investigation of Gus and his criminal empire.</p>"
Breaking Bad,12239,Madrigal,5,<p>Walt and Jesse seek out an unlikely partner for a new business venture. The DEA follows up new leads in its investigation.</p>
Breaking Bad,12240,Hazard Pay,5,<p>Walt and Jesse put a business plan into action. Walt confesses a secret to Marie.</p>
Breaking Bad,12241,Fifty-One,5,<p>Walt celebrates another birthday. Skyler considers her options. An associate complicates Walt and Jesse's plan.</p>
Breaking Bad,12242,Dead Freight,5,<p>Walt's team must get creative to obtain the materials they need to continue their operation.</p>
Breaking Bad,12243,Buyout,5,"<p>Walt, Jesse, and Mike struggle over the future of their business, as occupational hazards weigh on Jesse.</p>"
Breaking Bad,12244,Say My Name,5,<p>Walt takes control of business matters as Mike grapples with the consequences of his actions.</p>
Breaking Bad,12245,Gliding Over All,5,"<p>Walt ties up loose ends. Seeing the evidence of his success, he makes a startling and dangerous decision.</p>"
Breaking Bad,12246,Blood Money,5,"<p>As Walt and Jesse adjust to life out of the business, Hank grapples with a troubling lead.</p>"
Breaking Bad,12247,Buried,5,"<p>While Skyler's past catches up with her, Walt covers his tracks. Jesse continues to struggle with his guilt.</p>"
Breaking Bad,12248,Confessions,5,"<p>Jesse decides to make a change, while Walt and Skyler try to deal with an unexpected demand.</p>"
Breaking Bad,12249,Rabid Dog,5,"<p>An unusual strategy starts to bear fruit, while plans are set in motion that could change everything.</p>"
Breaking Bad,12250,To'hajiilee,5,<p>Things heat up for Walt in unexpected ways.</p>
Breaking Bad,12251,Ozymandias,5,<p>Everyone copes with radically changed circumstances.</p>
Breaking Bad,12252,Granite State,5,<p>Events set in motion long ago move toward a conclusion.</p>
Breaking Bad,12253,Felina,5,<p>The acclaimed crime drama comes to a close in the series finale.</p>
Silicon Valley,10897,Minimum Viable Product,1,"<p>Attending an elaborate launch party, Richard and his computer programmer friends - Big Head, Dinesh and Gilfoyle - dream of making it big. Instead, they're living in the communal Hacker Hostel owned by former programmer Erlich, who gets to claim ten percent of anything they invent there. When it becomes clear that Richard has developed a powerful compression algorithm for his website, Pied Piper, he finds himself courted by Gavin Belson, his egomaniacal corporate boss, who offers a $10 million buyout by his firm, Hooli. But Richard holds back when well-known investor Peter Gregory makes a counteroffer.</p>"
Silicon Valley,10898,The Cap Table,1,"<p>After a celebratory party at the Hacker Hostel, Richard and Erlich learn that Peter Gregory won't pay up until they deliver a viable business plan that includes a slimmed-downed staff. A desperate Richard hires former Belson underling Jared, and they set about trying to trim the fat. While Gilfoyle and Dinesh prove essential, Big Head's place in the company is less certain.</p>"
Silicon Valley,10899,Articles of Incorporation,1,"<p>While Gavin Belson begins to hype Nucleus, a competing compression platform, Richard learns that the name Pied Piper is already registered to a sprinkler company, forcing him to negotiate. Meanwhile, Erlich goes on a vision quest for a new company name, and Peter Gregory proves elusive when one of his companies asks for money.</p>"
Silicon Valley,10900,Fiduciary Duties,1,"<p>At Peter's toga party, Richard drunkenly promises to make Erlich a board member, which he regrets the next morning. After being unassigned at Hooli, Big Head finds others like him who have made careers out of doing nothing. Richard struggles to put Pied Piper's vision into words for a presentation without Erlich; later, he discovers an interesting connection between Peter and Gavin Belson.</p>"
Silicon Valley,10901,Signaling Risk,1,"<p>Erlich convinces a graffiti artist to create Pied Piper's logo, with controversial results. Jared tries to make the company more efficient. After Gavin Belson and Peter Gregory unexpectedly come face-to-face, Richard learns that he only has eight weeks to prepare for a live demo at TechCrunch Disrupt.</p>"
Silicon Valley,10902,Third Party Insourcing,1,"<p>Richard feels threatened when the team hires \"The Carver\", a hacker with a notorious reputation, to help with Pied Piper's cloud. Jared finds himself taken for a ride when he seeks out Peter Gregory's signature. Erlich and Dinesh compete for the attention of Tara, Gilfoyle's visiting girlfriend. Later, Dinesh faces a sexual dilemma.</p>"
Silicon Valley,10903,Proof of Concept,1,"<p>At TechCrunch Disrupt, Richard feels the pressure to finish his demo, but finds himself distracted by a girl he dated briefly, who's now spreading rumors about him. Jared worries that Monica is taking his place in the company. Dinesh develops a crush on a girl at a neighboring booth. Erlich's scandalous past connection to one of the judges threatens Pied Piper's chances.</p>"
Silicon Valley,10904,Optimal Tip-to-Tip Efficiency,1,"<p>Poised to compete at TechCrunch Disrupt, the guys of Pied Piper become worried after an impressive presentation by Gavin Belson. As Jared tries to pivot the company, Richard is inspired to make big changes at the last minute.</p>"
Silicon Valley,117409,Sand Hill Shuffle,2,"<p>Season 2 begins with the Pied Piper guys being wined and dined by every venture capitalist under the sun, while Monica adjusts to a new managing partner at Raviga as the company faces major changes.</p>"
Silicon Valley,142992,Runaway Devaluation,2,"<p>Pied Piper could go under if Richard and the guys can't find legal and financial help in the wake of Hooli's bombshell. Meanwhile, Dinesh tries to thwart a fund-raising campaign for his cousin's new app; and Monica tries to keep her interest in Pied Piper separate from her job.</p>"
Silicon Valley,142993,Bad Money,2,"<p>Richard mulls a proposal by Gavin, but also considers a pitch from Russ Hanneman about backing Pied Piper. Meanwhile, Monica learns surprising news about Richard's deal with Hooli; and Gilfoyle and Dinesh go to extremes to get what they want.</p>"
Silicon Valley,142994,The Lady,2,"<p>Richard butts heads with Erlich over a prospective hire, while Dinesh and Gilfoyle become suspicious that a new employee they recommended is commanding a higher salary. Big Head gets a surprising promotion at Hooli. At a board meeting, Monica and Richard find themselves outvoted; Jared institutes a workplace harassment policy.</p>"
Silicon Valley,153965,Server Space,2,"<p>Gavin creates interference that hinders Pied Piper's expansion. Meanwhile, the guys could be threatened by a nosy neighbor; Guilfoyle sets out to build servers; Richard's reluctant to let Jared move in; and Big Head's leadership skills are suspect.</p>"
Silicon Valley,154580,Homicide,2,"<p>Erlich runs into an old protégé who's now an energy drink billionaire when Monica urges the guys to pursue a livestream opportunity, but Richard learns their friendship isn't what Erlich thinks it is. Meanwhile, Jared wants Carla and Monica to be friends.</p>"
Silicon Valley,155129,Adult Content,2,"<p>The team fields job offers and Russ is distracted by financial news, but Richard realizes Pied Piper could fold if it doesn't merge with a hated rival. Meanwhile, Dinesh tries to woo a woman online; and Gavin looks on the bright side of Nucleus' failure.</p>"
Silicon Valley,155130,White Hat/Black Hat,2,"<p>Richard gets paranoid about security after he takes pity on a competitor and inadvertently starts a feud. Meanwhile, Jared fibs about Pied Piper's size; and Gavin looks for a scapegoat when he feels pressure from board members.</p>"
Silicon Valley,155199,Binding Arbitration,2,"<p>Erlich wants to testify when Pied Piper and Hooli enter binding arbitration, but Richard worries that his rival's claims could have merit. Meanwhile, Jared, Dinesh and Gilfoyle debate a philosophical theory; and Big Head gets a boost.</p>"
